ICD10-F10;    Psychische und Verhaltensstörungen durch Alkohol;345034;338204;340500;326971;322608;314211;299341;292601;244325;234444
ICD10-F11;    Psychische und Verhaltensstörungen durch Opioide;26512;27962;33686;34916;34977;32888;31979;31118;25720;25266
ICD10-F12;    Psychische und Verhaltensstörungen durch Cannabino;10142;11708;15153;17148;17495;18710;19091;19846;17567;17145
ICD10-F13;    Psych. u. Verhaltensstör. d.Sedativa o.Hypnotika;9999;9707;10082;10134;10166;9585;9512;9794;8746;8819
ICD10-F14;    Psychische und Verhaltensstörungen durch Kokain;1417;1702;2200;2435;3247;3936;4629;4891;4454;4945
ICD10-F15;    Psych. u. Verhaltensstörungen d. and. Stimulanzen;4519;5810;8627;10216;9695;9961;11027;11913;12294;11700
ICD10-F16;    Psychische u. Verhaltensstörungen d. Halluzinogene;472;526;610;789;724;623;612;573;584;606
ICD10-F17;    Psychische und Verhaltensstörungen durch Tabak;225;238;190;213;177;144;141;158;113;129
ICD10-F18;    Psych. u. Verhaltensstör.d.flüchtige Lösungsmittel;155;135;159;153;131;167;163;171;166;176
ICD10-F19;    Psych. u.Verhaltensstör.d. multiplen Substanzgebr.;43063;43826;35798;35731;33810;31827;28994;28120;26160;25810
ICD10-F20-F29;  Schizophrenie, schizotype und wahnhafte Störungen;134618;135947;136610;135736;134232;129755;127923;126249;119482;117159
ICD10-F20;    Schizophrenie;89327;89515;90013;88995;87451;84364;83031;82231;77566;76700
ICD10-F21;    Schizotype Störung;600;577;621;611;542;522;508;520;426;419
ICD10-F22;    Anhaltende wahnhafte Störungen;5956;5538;5639;5606;5416;5003;5063;5014;4598;4416
ICD10-F23;    Akute vorübergehende psychotische Störungen;8768;9168;9486;9989;10362;10201;10397;10185;10650;10195
ICD10-F24;    Induzierte wahnhafte Störung;125;112;98;93;74;67;55;42;35;57
ICD10-F25;    Schizoaffektive Störungen;28890;30038;29784;29570;29519;28832;28180;27598;25582;24749
ICD10-F28;    Sonstige nichtorganische psychotische Störungen;253;272;237;246;254;201;201;214;211;200
ICD10-F29;    Nicht näher bezeichnete nichtorganische Psychose;699;727;732;626;614;565;488;445;414;423
ICD10-F30-F39;  Affektive Störungen;282584;286314;288324;289577;289792;291526;289210;289183;256809;267067
ICD10-F30;    Manische Episode;1217;1206;1059;1025;1033;977;959;825;887;759
ICD10-F31;    Bipolare affektive Störung;24173;24357;24498;24600;24455;23642;23432;23418;21469;21026
ICD10-F32;    Depressive Episode;128738;126861;125623;121989;118421;117106;111004;105828;92433;98951
ICD10-F33;    Rezidivierende depressive Störung;127164;132733;136045;141013;145007;149091;153164;158569;141607;145944
ICD10-F34;    Anhaltende affektive Störungen;1078;984;936;816;697;559;508;424;326;296
ICD10-F38;    Andere affektive Störungen;171;122;134;93;125;109;92;83;62;58
ICD10-F39;    Nicht näher bezeichnete affektive Störung;43;51;29;41;54;42;51;36;25;33
ICD10-F40-F48;  Neurotische, Belastungs- und somatoforme Störungen;160248;158295;163363;162418;163830;163742;157801;153108;128216;131902
ICD10-F40;    Phobische Störungen;6187;5832;6138;6264;6228;5823;5679;5683;4584;4619
ICD10-F41;    Andere Angststörungen;27831;27778;28424;27733;26626;25392;23589;22662;18862;19310
ICD10-F42;    Zwangsstörung;3754;3939;4008;4172;4216;4132;4351;4286;4332;4768
ICD10-F43;    Reaktionen auf schwere Belast. u. Anpassungssstör.;71789;70087;70904;70514;71074;68399;64240;61128;53276;54498
ICD10-F44;    Dissoziative Störungen (Konversionsstörungen);9063;9103;9761;10276;11296;11336;10563;10544;8945;9410
ICD10-F45;    Somatoforme Störungen;40342;40482;43030;42441;43274;47633;48437;47961;37519;38392
ICD10-F48;    Andere neurotische Störungen;1282;1074;1098;1018;1116;1027;942;844;698;905
ICD10-F50-F59;  Verhaltensauffälligk. m. körperl. Stör. u.Faktoren;16621;17403;17695;16805;16112;15706;14963;14563;13236;15863
ICD10-F50;    Essstörungen;11491;12200;12795;12142;11510;11445;10622;10571;10137;12699
ICD10-F51;    Nichtorganische Schlafstörungen;3382;3615;3421;3383;3434;3276;3422;3162;2419;2401
ICD10-F52;    Sexuelle Funktionsstörung, nichtorganisch;197;233;206;134;146;129;118;100;56;61
ICD10-F53;    Psych.o.Verhaltensstörungen im Wochenbett,ao.n.kl.;364;357;389;355;344;302;328;319;273;318
ICD10-F54;    Psych.Faktoren o.Verhaltensfaktoren b.ao.klass.Kh.;696;577;408;379;294;211;166;128;96;97
ICD10-F55;    Schädl. Gebrauch nichtabhängigkeitserz. Substanzen;442;386;446;383;353;326;292;266;240;272
ICD10-F59;    N.n.bez.Verhaltensauffälligk.b.körp.Stör.,Faktoren;49;35;30;29;31;17;15;17;15;15
ICD10-F60-F69;  Persönlichkeits- und Verhaltensstörungen;39866;39792;40698;40589;40292;40118;40632;40670;37526;39600
ICD10-F60;    Spezifische Persönlichkeitsstörungen;31572;31223;31547;31409;30620;30529;30867;30533;27941;29521
ICD10-F61;    Kombinierte und andere Persönlichkeitsstörungen;4611;4682;5028;4950;4788;4792;4628;4222;3976;3998
ICD10-F62;    Andauernde Persönlichkeitsänderungen;594;519;511;436;423;396;350;323;299;283
ICD10-F63;    Abnorme Gewohnheiten u. Störungen der Impulskontr.;1292;1365;1395;1215;1271;1232;1074;1086;843;802
ICD10-F64;    Störungen der Geschlechtsidentität;1424;1631;1834;2215;2802;2860;3383;4180;4197;4701
ICD10-F65;    Störungen der Sexualpräferenz;59;57;54;56;45;38;35;44;33;29
ICD10-F66;    Psych.u.Verhaltensstör.i.Verb.m.sexuell.Entwickl.;25;26;26;20;32;23;34;43;21;29
ICD10-F68;    Andere Persönlichkeits- und Verhaltensstörungen;211;201;215;197;250;170;202;155;152;164
ICD10-F69;    N.n.bez. Persönlichkeits- und Verhaltensstörungen;78;88;88;91;61;78;59;84;64;73
ICD10-F70-F79;  Intelligenzstörung;6802;6814;7120;7524;7658;7651;7476;7289;6255;6544
ICD10-F70;    Leichte Intelligenzminderung;3323;3159;3307;3446;3599;3762;3505;3476;2961;3050
ICD10-F71;    Mittelgradige Intelligenzminderung;2251;2376;2443;2647;2633;2654;2695;2487;2135;2203
ICD10-F72;    Schwere Intelligenzminderung;738;751;895;928;934;757;796;751;594;683
ICD10-F73;    Schwerste Intelligenzminderung;148;139;111;148;136;104;88;93;91;76
ICD10-F74;    Dissoziierte Intelligenz;34;19;32;24;24;27;24;43;32;23
ICD10-F78;    Andere Intelligenzminderung;67;69;60;67;61;57;72;84;70;92
ICD10-F79;    Nicht näher bezeichnete Intelligenzminderung;241;301;272;264;271;290;296;355;372;417
ICD10-F80-F89;  Entwicklungsstörungen;6958;6730;6920;6882;7149;7523;7817;8253;7262;8615
ICD10-F80;    Umschriebene Entwicklungsstör.d.Sprechens/Sprache;1247;1221;1289;1072;1072;1190;1223;1281;1215;1512
ICD10-F81;    Umschrieb. Entwicklungsstör.schulisch.Fertigkeiten;149;113;106;113;135;95;123;139;101;85
ICD10-F82;    Umschrieb. Entwicklungsstör.d.motorischen Funktion;346;335;319;303;303;384;370;334;288;289
ICD10-F83;    Kombinierte umschriebene Entwicklungsstörungen;2310;2156;2165;2251;2316;2423;2527;2600;2152;2774
ICD10-F84;    Tiefgreifende Entwicklungsstörungen;2249;2267;2446;2523;2640;2691;2788;3093;2737;3196
ICD10-F88;    Andere Entwicklungsstörungen;188;96;89;69;77;101;133;172;162;153
ICD10-F89;    Nicht näher bezeichnete Entwicklungsstörung;469;542;506;551;606;639;653;634;607;606
ICD10-F90-F98;  Verhaltens-u.emot.Störungen/Beginn Kindheit u.Jgd.;31464;30684;30403;29594;29518;29381;28912;28564;24380;23713
ICD10-F90;    Hyperkinetische Störungen;7586;7308;7121;6934;6838;6603;6854;6943;6043;5929
ICD10-F91;    Störungen des Sozialverhaltens;4411;4030;3905;3956;3873;3794;3693;3643;2798;2615
ICD10-F92;    Komb. Störungen d.Sozialverhaltens u.d.Emotionen;9927;9441;8997;8501;8871;8604;8104;7918;6719;5771
ICD10-F93;    Emotionale Störungen des Kindesalters;3907;4248;4316;4546;4472;4865;4954;4828;4319;5036
ICD10-F94;    Stör. sozialer Funkt.m. Beginn i.d.Kindh.u.Jugend;1730;1831;2142;1999;1950;1973;1876;1933;1616;1572
ICD10-F95;    Ticstörungen;963;876;912;852;817;883;890;909;935;879
ICD10-F98;    And. Verhaltens- u.emotion. Stör.i.d.Kindh./Jugend;2940;2950;3010;2806;2697;2659;2541;2390;1950;1911
ICD10-F99-F99;  Nicht näher bezeichnete psychische Störungen;256;244;238;235;521;189;148;138;105;147
ICD10-F99;    Psychische Störung ohne nähere Angabe;256;244;238;235;521;189;148;138;105;147
ICD10-G00-G99;Krankheiten des Nervensystems;748328;753022;778778;779076;792807;782674;756605;756746;627821;628791
ICD10-G00-G09;  Entzündliche Krankheiten des Zentralnervensystems;15070;16061;15981;15847;16792;16935;17474;17615;15578;15629
ICD10-G00;    Bakterielle Meningitis, ao. nicht klassifiziert;1592;1676;1627;1556;1577;1561;1620;1553;1170;978
ICD10-G01;    Meningitis bei ao. Klass. bakteriellen Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-G02;    Meningitis b.sonst. ao.klass. infekt./parasit. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G03;    Meningitis durch sonst. u. n.n.bez. Ursachen;2447;2731;2246;1882;2166;2053;2119;1951;1404;1486
ICD10-G04;    Enzephalitis, Myelitis, Enzephalomyelitis;7766;8294;8531;8823;9090;9425;9737;10141;9103;9140
ICD10-G05;    Enzephalitis,Myelitis,Enzephalomyelitis b.ao.kl.Kh;-;-;-;-;-;-;-;-;-;-
ICD10-G06;    Intrakranielle u.intraspinale Abszesse u.Granulome;2765;2897;3079;3119;3442;3331;3390;3415;3416;3400
ICD10-G07;    Intrakran.u.intraspin.Absz.u.Granulome b.ao.kl.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G08;    Intrakran.u.intraspin.Phlebitis u.Thrombophlebitis;499;460;496;466;516;562;604;546;481;624
ICD10-G09;    Folgen entzündlicher Kh. des Zentralnervensystems;1;3;2;1;1;3;4;9;4;1
ICD10-G10-G14;  Systematrophien, vorw.d.Zentralnervensystem betr.;7912;7840;8041;8145;8352;9345;10935;11561;10818;9796
ICD10-G10;    Chorea Huntington;908;735;851;836;800;720;681;715;592;543
ICD10-G11;    Hereditäre Ataxie;1407;1323;1467;1351;1327;1239;1298;1289;1035;1021
ICD10-G12;    Spinale Muskelatrophie und verwandte Syndrome;5594;5780;5723;5956;6225;7382;8948;9554;9191;8232
ICD10-G13;    Systematroph.,vorw.Zentralnervens.betr.b.ao.kl.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G14;    Postpolio-Syndrom;3;2;-;2;-;4;8;3;-;-
ICD10-G20-G26;  Extrapyramidale Krankheiten und Bewegungsstörungen;57517;59134;62177;62980;65234;66149;66764;67725;54781;54427
ICD10-G20;    Primäres Parkinson-Syndrom;40087;41202;43162;43991;45380;46357;47573;48762;39669;39807
ICD10-G21;    Sekundäres Parkinson-Syndrom;3392;3408;3456;3510;3341;3128;3087;2980;2273;2176
ICD10-G22;    Parkinson-Syndrom b.anderenorts klass. Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-G23;    Sonstige degenerative Krankheiten der Basalganglie;2082;2220;2709;2947;3933;4211;4091;4210;3509;3532
ICD10-G24;    Dystonie;2729;2753;2841;2671;2591;2564;2612;2479;2015;1829
ICD10-G25;    Sonst. extrapyramidale Kh. und Bewegungsstörungen;9227;9551;10009;9861;9989;9889;9401;9294;7315;7083
ICD10-G26;    Extrapyramidale Kh.u.Bewegungsstör. b.ao.klass.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G30-G32;  Sonst. degenerative Krankheiten des Nervensystems;23689;22976;23627;23820;24824;25069;26296;26947;23595;23016
ICD10-G30;    Alzheimer-Krankheit;19354;18476;19029;19049;20217;20476;21461;22246;19362;18729
ICD10-G31;    Sonst.degenerative Kh.d.Nervensystems,ao.n.klass.;4335;4500;4598;4771;4607;4593;4835;4701;4233;4287
ICD10-G32;    Sonst.degenerative Kh.d.Nervensys.,b.ao.klass.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G35-G37;  Demyelinisierende Kh. des Zentralnervensystems;55434;56428;56699;55083;54976;53145;50665;48850;39080;39081
ICD10-G35;    Multiple Sklerose (Encephalomyelitis disseminata);52646;53398;53332;51763;51312;49416;47148;45335;35932;35941
ICD10-G36;    Sonstige akute disseminierte Demyelinisation;755;890;994;1066;1216;1230;1185;1257;1168;992
ICD10-G37;    Sonst.demyelinisierende Kh. d.Zentralnervensystems;2033;2140;2373;2254;2448;2499;2332;2258;1980;2148
ICD10-G40-G47;  Episodische und paroxysmale Kh. des Nervensystems;435594;433059;447776;446929;453692;442378;419045;415914;342984;343136
ICD10-G40;    Epilepsie;142719;144625;146037;145771;147961;147685;142845;140073;124126;122075
ICD10-G41;    Status epilepticus;12545;12734;13140;13637;13862;13595;13583;13596;12817;12735
ICD10-G43;    Migräne;28582;30824;34612;34463;37233;36638;34488;35067;27465;28643
ICD10-G44;    Sonstige Kopfschmerzsyndrome;16738;17906;19868;19867;21120;19544;19319;19298;14596;17066
ICD10-G45;    Zerebr. transitorische Ischämie u.verwandte Syndr.;107763;108960;112133;110921;111713;110065;104115;106470;94655;94617
ICD10-G46;    Zerebrale Gefäßsyndrome bei zerebrovaskulären Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G47;    Schlafstörungen;127247;118010;121986;122270;121803;114851;104695;101410;69325;68000
ICD10-G50-G59;  Kh. von Nerven, Nervenwurzeln und Nervenplexus;62266;62400;64370;62554;62710;62297;59066;57623;47290;44554
ICD10-G50;    Krankheiten des N. trigeminus (V. Hirnnerv);5474;5874;6250;6093;6173;6201;6058;6118;4878;4599
ICD10-G51;    Krankheiten des N. facialis (VII. Hirnnerv);17186;17537;17931;17925;18256;18826;17904;17974;16613;16008
ICD10-G52;    Krankheiten sonstiger Hirnnerven;635;620;622;671;628;663;687;675;567;572
ICD10-G53;    Krankheiten der Hirnnerven bei ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G54;    Krankheiten von Nervenwurzeln und Nervenplexus;3567;3699;4132;4036;4366;4429;3973;3906;3177;3099
ICD10-G55;    Kompress.v.Nervenwurzeln u.Nervenplexus,b.ao.kl.Kh;-;-;-;-;-;-;-;-;-;-
ICD10-G56;    Mononeuropathien der oberen Extremität;19971;19615;19105;17876;17232;16905;16046;15042;11501;10358
ICD10-G57;    Mononeuropathien der unteren Extremität;6260;6309;6783;6579;6652;6380;6442;6103;5027;4813
ICD10-G58;    Sonstige Mononeuropathien;9173;8746;9547;9374;9403;8893;7956;7805;5527;5105
ICD10-G59;    Mononeuropathie b. ao. klassifizierten Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-G60-G64;  Polyneuropathien u.sonst. Kh. d.periph. Nervensys.;30247;32936;35300;37394;39305;40457;40054;40233;34283;36360
ICD10-G60;    Hereditäre und idiopathische Neuropathie;968;906;1075;1110;964;876;806;804;655;613
ICD10-G61;    Polyneuritis;8952;9791;10963;12554;13451;14499;14702;14129;12345;13372
ICD10-G62;    Sonstige Polyneuropathien;20295;22196;23226;23697;24868;25041;24520;25268;21258;22350
ICD10-G63;    Polyneuropathie b. ao. klassifizierten Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-G64;    Sonstige Krankheiten des peripheren Nervensystems;32;43;36;33;22;41;26;32;25;25
ICD10-G70-G73;  Kh. im Bereich d.neuromuskul. Synapse u.d.Muskels;8519;9046;9651;10116;10601;11022;10711;10574;9099;9370
ICD10-G70;    Myasthenia gravis und sonstige neuromuskuläre Kh.;4130;4501;4950;5288;5512;5831;5853;5824;5138;5314
ICD10-G71;    Primäre Myopathien;2150;2108;2118;2127;2185;2330;2196;2079;1630;1663
ICD10-G72;    Sonstige Myopathien;2239;2437;2583;2701;2904;2861;2662;2671;2331;2393
ICD10-G73;    Kh. im Bereich d.neuromuskul. Synapse u.d.Muskels;-;-;-;-;-;-;-;-;-;-
ICD10-G80-G83;  Zerebrale Lähmung und sonstige Lähmungssyndrome;16951;17783;18445;18809;18903;18151;17929;18296;14318;14673
ICD10-G80;    Infantile Zerebralparese;2820;2711;2858;2972;3042;2913;2719;2976;2158;2307
ICD10-G81;    Hemiparese und Hemiplegie;3832;3914;4071;3984;3996;3828;3821;3732;2850;2891
ICD10-G82;    Paraparese u.Tetraplegie,Tetraparese u.Tetraplegie;6782;7253;7594;7767;7639;7216;7210;7218;5983;6122
ICD10-G83;    Sonstige Lähmungssyndrome;3517;3905;3922;4086;4226;4194;4179;4370;3327;3353
ICD10-G90-G99;  Sonstige Krankheiten des Nervensystems;35129;35359;36711;37399;37418;37726;37666;41408;35995;38749
ICD10-G90;    Krankheiten des autonomen Nervensystems;2832;2702;2477;2239;1442;1319;970;3494;3367;3633
ICD10-G91;    Hydrozephalus;11545;11802;12411;12826;12769;12862;12805;12715;10568;10721
ICD10-G92;    Toxische Enzephalopathie;240;227;196;235;187;184;164;197;160;201
ICD10-G93;    Sonstige Krankheiten des Gehirns;11328;11583;12796;13165;14013;14463;14820;15926;14200;16012
ICD10-G94;    Sonstige Krankheiten des Gehirns b.ao.klass.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-G95;    Sonstige Krankheiten des Rückenmarkes;4810;4745;4502;4430;4394;4218;4060;3939;3249;3474
ICD10-G96;    Sonstige Krankheiten des Zentralnervensystems;1888;1804;1863;1985;2008;2011;2200;2370;2058;2203
ICD10-G97;    Kh. des Nervensystems nach medizinischen Maßnahmen;2412;2431;2404;2459;2542;2567;2550;2578;2241;2366
ICD10-G98;    Sonst. Kh. d. Nervensystems, ao. nicht klass.;74;65;62;60;63;102;97;189;152;139
ICD10-G99;    Sonst. Kh. d. Nervensystems b. ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;335965;334430;342649;340368;342096;342372;342666;347583;286501;287670
ICD10-H00-H06;  Affekt. d.Augenlides, d.Tränenapparates u.d.Orbita;23193;23605;23589;23916;24433;23674;23718;24799;20328;19384
ICD10-H00;    Hordeolum und Chalazion;2226;2114;2246;2201;2378;2395;2277;2367;1891;1761
ICD10-H01;    Sonstige Entzündung des Augenlides;244;251;273;272;263;270;286;354;260;277
ICD10-H02;    Sonstige Affektionen des Augenlides;12067;12445;12656;12776;13040;12569;12915;13553;11333;10719
ICD10-H03;    Affektionen des Augenlides bei ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H04;    Affektionen des Tränenapparates;6896;6866;6636;6751;6847;6669;6430;6690;5394;5285
ICD10-H05;    Affektionen der Orbita;1760;1929;1778;1916;1905;1771;1810;1835;1450;1342
ICD10-H06;    Affektionen d.Tränenapp.u.d.Orbita b.ao.klass.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H10-H13;  Affektionen der Konjunktiva;3756;3739;3681;3754;3941;4158;4263;4406;3608;3642
ICD10-H10;    Konjunktivitis;645;661;634;572;603;538;542;611;401;377
ICD10-H11;    Sonstige Affektionen der Konjunktiva;3111;3078;3047;3182;3338;3620;3721;3795;3207;3265
ICD10-H13;    Affektionen d. Konjunktiva b. ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H15-H22;  Affektionen v.Sklera,Hornhaut,Iris u.Ziliarkörper;18794;19147;20963;22188;23098;23694;24422;25418;23092;23770
ICD10-H15;    Affektionen der Sklera;273;265;322;304;289;294;303;340;324;304
ICD10-H16;    Keratitis;7607;7903;8179;8309;8597;8947;9077;9165;8099;8137
ICD10-H17;    Hornhautnarben und -trübungen;923;891;971;1007;928;987;1051;1002;835;873
ICD10-H18;    Sonstige Affektionen der Hornhaut;6148;6405;7530;8557;9185;9560;10292;11175;10577;11192
ICD10-H19;    Affektionen der Sklera und der Hornhaut;-;-;-;-;-;-;-;-;-;-
ICD10-H20;    Iridozyklitis;2925;2826;2980;2983;3087;2885;2768;2699;2358;2389
ICD10-H21;    Sonstige Affektionen der Iris u. des Ziliarkörpers;918;857;981;1028;1012;1021;931;1037;899;875
ICD10-H22;    Affektionen d.Iris u.d.Ziliarkörpers b.ao.kl.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H25-H28;  Affektionen der Linse;106521;103764;106084;104902;101913;97386;96581;99253;72576;69039
ICD10-H25;    Cataracta senilis;88202;86121;87444;85716;81968;78131;77301;79310;56953;53446
ICD10-H26;    Sonstige Kataraktformen;14454;13641;14507;14811;15273;14607;14605;14816;11028;10805
ICD10-H27;    Sonstige Affektionen der Linse;3865;4002;4133;4375;4672;4648;4675;5127;4595;4788
ICD10-H28;    Katarakt u.sonst.Affektionen d.Linse b.ao.kl.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H30-H36;  Affektionen der Aderhaut und der Netzhaut;74073;74274;74819;72418;73958;73462;74900;75481;68476;70021
ICD10-H30;    Chorioretinitis;746;819;881;823;818;916;918;1027;895;889
ICD10-H31;    Sonstige Affektionen der Aderhaut;404;424;392;364;427;394;458;433;395;437
ICD10-H32;    Chorioretinale Affektionen bei ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H33;    Netzhautablösung und Netzhautriss;28823;29697;30677;31529;32111;33147;34954;35227;32923;34141
ICD10-H34;    Netzhautgefäßverschluss;10609;10610;10285;9518;10083;9506;9153;8916;7993;7671
ICD10-H35;    Sonstige Affektionen der Netzhaut;33491;32724;32584;30184;30519;29499;29417;29878;26270;26883
ICD10-H36;    Affektionen der Netzhaut bei ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H40-H42;  Glaukom;67014;67401;69554;68530;69847;74839;73409;71843;58984;61762
ICD10-H40;    Glaukom;67014;67401;69554;68530;69847;74839;73409;71843;58984;61762
ICD10-H42;    Glaukom bei ao. klassifizierten Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-H43-H45;  Affektionen des Glaskörpers und des Augapfels;10542;10410;10480;10968;11079;10890;10756;11046;10090;10196
ICD10-H43;    Affektionen des Glaskörpers;7249;7191;7178;7488;7471;7213;6978;7097;6520;6508
ICD10-H44;    Affektionen des Augapfels;3293;3219;3302;3480;3608;3677;3778;3949;3570;3688
ICD10-H45;    Affektionen des Glaskörpers und des Augapfels;-;-;-;-;-;-;-;-;-;-
ICD10-H46-H48;  Affektionen des N. opticus und der Sehbahn;8734;8685;9163;9325;9309;9177;9497;10181;8518;8848
ICD10-H46;    Neuritis nervi optici;3434;3518;3786;3834;3758;3600;3498;3456;3063;3254
ICD10-H47;    Sonst.Affekt.d. N.opticus(II.Hirnnerv) u.d.Sehbahn;5300;5167;5377;5491;5551;5577;5999;6725;5455;5594
ICD10-H48;    Affektionen d. N.opticus (II. Hirnnerv)u.d.Sehbahn;-;-;-;-;-;-;-;-;-;-
ICD10-H49-H52;  Affekt.d.Augenmuskels,Stör.d.Blickbewegung u.Ä.;14901;14663;14776;14720;14357;14740;14646;14762;12672;12614
ICD10-H49;    Strabismus paralyticus;4074;4238;4292;4543;4565;4745;4619;4607;4289;4166
ICD10-H50;    Sonstiger Strabismus;9996;9677;9712;9516;9072;9298;9381;9471;7790;7820
ICD10-H51;    Sonstige Störungen der Blickbewegungen;319;334;338;302;307;323;312;332;294;319
ICD10-H52;    Akkommodationsstörungen und Refraktionsfehler;512;414;434;359;413;374;334;352;299;309
ICD10-H53-H54;  Sehstörungen und Blindheit;6455;6701;7406;7491;7932;8167;8300;8198;6260;6504
ICD10-H53;    Sehstörungen;5824;6076;6841;6850;7372;7604;7776;7661;5850;6088
ICD10-H54;    Blindheit und Sehbeeinträchtigung;631;625;565;641;560;563;524;537;410;416
ICD10-H55-H59;  Sonst. Affekt. d. Auges u.d. Augenanhangsgebilde;1982;2041;2134;2156;2229;2185;2174;2196;1897;1890
ICD10-H55;    Nystagmus und sonstige abnorme Augenbewegungen;424;456;429;432;433;454;450;450;378;415
ICD10-H57;    Sonst. Affekt. d. Auges u.d. Augenanhangsgebilde;742;825;887;845;896;915;917;867;751;750
ICD10-H58;    Sonst.Affekt.d.Auges u.d.Augenanhangsg.b.ao.kl.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H59;    Affekt.d.Auges u.d.Augenanhangsgeb.n.med.Maßnahmen;816;760;818;879;900;816;807;879;768;725
ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;153966;156528;157743;158303;161268;158145;154521;155935;124315;119185
ICD10-H60-H62;  Krankheiten des äußeren Ohres;7951;8113;8158;8165;8155;8287;8640;9261;7834;7698
ICD10-H60;    Otitis externa;3650;3822;3788;3850;3920;3984;4360;4890;4278;4332
ICD10-H61;    Sonstige Krankheiten des äußeren Ohres;4301;4291;4370;4315;4235;4303;4280;4371;3556;3366
ICD10-H62;    Krankheiten des äußeren Ohres bei ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H65-H75;  Kh. des Mittelohres und des Warzenfortsatzes;39737;41085;39671;41370;42908;42565;42112;41346;30494;27733
ICD10-H65;    Nichteitrige Otitis media;6240;6819;5961;6700;6896;6976;7154;6851;4330;3570
ICD10-H66;    Eitrige und nicht näher bezeichnete Otitis media;15237;15125;14148;14470;14470;14602;14109;14317;10043;9022
ICD10-H67;    Otitis media bei ao. klassifizierten Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-H68;    Entzündung und Verschluss der Tuba auditiva;473;754;1133;1197;1313;1310;1341;906;632;576
ICD10-H69;    Sonstige Krankheiten der Tuba auditiva;742;1234;1506;1952;2326;2238;2401;2173;1602;1320
ICD10-H70;    Mastoiditis und verwandte Zustände;2903;3039;2841;2890;3253;3207;3130;3085;2197;1998
ICD10-H71;    Cholesteatom des Mittelohres;9031;9059;9035;8915;9214;8888;8583;8528;7602;7296
ICD10-H72;    Trommelfellperforation;1909;1986;1870;2024;2069;2138;2165;2215;1613;1670
ICD10-H73;    Sonstige Krankheiten des Trommelfells;322;348;342;261;265;285;284;328;233;219
ICD10-H74;    Sonst. Kh. des Mittelohres u. des Warzenfortsatzes;2880;2721;2835;2961;3102;2921;2945;2943;2242;2062
ICD10-H75;    Sonst.Kh.d.Mittelohres u.d.Warzenforts.b.ao.kl.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H80-H83;  Krankheiten des Innenohres;76223;77335;80342;79940;81631;79062;76190;77015;64422;62926
ICD10-H80;    Otosklerose;3735;3624;3638;3464;3379;3263;3362;3289;2736;2701
ICD10-H81;    Störungen der Vestibularfunktion;70623;71878;74865;74686;76508;74127;71311;72282;60745;59463
ICD10-H82;    Schwindelsyndrome bei ao. Klass. Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-H83;    Sonstige Krankheiten des Innenohres;1865;1833;1839;1790;1744;1672;1517;1444;941;762
ICD10-H90-H95;  Sonstige Krankheiten des Ohres;30055;29995;29572;28828;28574;28231;27579;28313;21565;20828
ICD10-H90;    Hörverlust d.Schalleitungs-/Schallempfindungsstör.;6512;6577;6744;6471;6929;7070;6754;7222;6182;6157
ICD10-H91;    Sonstiger Hörverlust;17510;17420;17105;16805;16450;16174;15832;16163;11604;11096
ICD10-H92;    Otalgie und Ohrenfluss;298;313;294;299;335;337;280;257;190;192
ICD10-H93;    Sonstige Krankheiten des Ohres, ao. nicht klass.;4407;4313;4115;3806;3423;3361;3191;3222;2335;2127
ICD10-H94;    Sonst. Kh des Ohres bei ao. klass. Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-H95;    Kh.d.Ohres u.d.Warzenfortsatzes nach med.Maßnahmen;1328;1372;1314;1447;1437;1289;1522;1449;1254;1256
